event_id,ship_name,ship_type,voyage_route,outbreak_year,outbreak_duration_days,pathogen_identified,pathogen_category,secondary_pathogens,clinical_syndrome,cases_passengers,cases_crew,total_crew_onboard,attack_rate_percent,hospitalisations,deaths,transmission_route,data_source_category,data_source_reference,source_url,public_health_response,notes
EVT-037,Unnamed cruise ship (Influenza 2014),ocean_cruise,South America - Los Angeles,2014,17,Influenza B,respiratory_viral,NR,influenza_like_illness,187,54,NR,NR,NR,0,airborne/droplet,academic,NR,https://doi.org/10.1111/jtm.12215,quarantine_isolation; port_health_notification,Millman et al. J Travel Med 2015; Ship B 2987 passengers + 1157 crew; 187 (6.2%) passengers and 54 (4.7%) crew with MAARI; influenza B confirmed
EVT-305,NR,ocean_cruise,NR,2014,NR,Varicella-zoster virus,vaccine_preventable,NR,febrile_rash_illness,0,15,NR,NR,NR,NR,airborne,academic,"Mouchtouri et al., IJERPH 2019; Systematic review of VPD outbreaks on ships",https://doi.org/10.3390/ijerph16152713,NR,"Representative event from Mouchtouri 2019 systematic review (IJERPH) which identified 115 VPD outbreaks on ships, 1497 varicella cases (83.4%), majority among crew"
EVT-535,Veendam,ocean_cruise,NR,2015,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,73,11,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-536,Caribbean Princess,ocean_cruise,NR,2015,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,163,13,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-537,Oceania Riviera,ocean_cruise,NR,2015,15,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,74,12,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-538,Star Princess,ocean_cruise,NR,2015,16,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,135,16,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-539,Oceania Marina,ocean_cruise,NR,2015,17,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,69,11,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-540,ms Maasdam,ocean_cruise,NR,2015,15,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,67,12,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-541,Coral Princess,ocean_cruise,NR,2015,16,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,99,12,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-542,Legend of the Seas,ocean_cruise,NR,2015,16,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,135,7,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-543,Celebrity Infinity,ocean_cruise,NR,2015,16,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,106,6,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-544,Norwegian Pearl,ocean_cruise,NR,2015,12,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,145,13,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-545,Celebrity Equinox,ocean_cruise,NR,2015,11,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,142,8,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-546,Grandeur of the Seas,ocean_cruise,NR,2015,11,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,198,9,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-026,Cruise ship (Influenza 2015 MMWR),ocean_cruise,Caribbean,2015,10,Influenza A (H3N2),respiratory_viral,NR,influenza_like_illness,83,12,NR,NR,3,0,airborne/droplet,academic,NR,https://doi.org/10.3201/eid2403.171378,quarantine_isolation; port_health_notification,Payne et al. EID 2018; 25 hospitalized cases at Vancouver hospital from Alaska cruise ships summer 2015; all H3N2 clade 3C.2a
EVT-302,NR,ocean_cruise,Alaska,2015,NR,Influenza A (H3N2),respiratory_viral,NR,influenza_like_illness,NR,NR,NR,NR,NR,NR,airborne/droplet,academic,"CDC EID 2018; Influenza A/H3N2 outbreak associated with cruise ships to Alaska, 2015",https://doi.org/10.3201/eid2403.171378,NR,Increased hospital admissions among travelers associated with cruise ship travel to Alaska
EVT-522,Oosterdam,ocean_cruise,NR,2016,16,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,90,22,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-523,Adonia,ocean_cruise,NR,2016,8,NR,unknown,NR,acute_gastroenteritis,23,2,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-524,Disney Wonder,ocean_cruise,NR,2016,5,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,131,14,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-525,Balmoral,ocean_cruise,NR,2016,35,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,277,9,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-526,Oceania Riviera,ocean_cruise,NR,2016,14,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,98,6,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-527,Norwegian Gem,ocean_cruise,NR,2016,11,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,128,7,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-528,Silver Spirit,ocean_cruise,NR,2016,19,Escherichia coli (ETEC),foodborne_waterborne_bacterial,NR,acute_gastroenteritis,24,13,NR,NR,NR,0,foodborne,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-529,Carnival Sunshine,ocean_cruise,NR,2016,14,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,173,5,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-530,Anthem of the Seas,ocean_cruise,NR,2016,13,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,132,16,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-531,Ocean Princess,ocean_cruise,NR,2016,24,Norovirus,gastrointestinal_viral,ETEC,acute_gastroenteritis,63,7,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-532,Oceania Riviera,ocean_cruise,NR,2016,11,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,124,3,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-533,Oceania Riviera,ocean_cruise,NR,2016,11,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,33,0,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-534,Crown Princess,ocean_cruise,NR,2016,11,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,180,24,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-762,Unnamed cruise ship (Sakon et al. 2018),ocean_cruise,East Asia,2016,6,Norovirus GII.17,gastrointestinal_viral,NR,acute_gastroenteritis,156,12,NR,NR,NR,0,person-to-person/foodborne,academic,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-511,Independence of the Seas,ocean_cruise,NR,2017,6,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,310,22,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-512,Celebrity Reflection,ocean_cruise,NR,2017,11,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,173,3,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-513,Crown Princess,ocean_cruise,NR,2017,15,Clostridium perfringens,foodborne_waterborne_bacterial,NR,acute_gastroenteritis,184,12,NR,NR,NR,0,foodborne,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-514,National Geographic Sea Bird,ocean_cruise,NR,2017,7,NR,unknown,NR,acute_gastroenteritis,13,1,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-515,Noordam,ocean_cruise,NR,2017,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,82,5,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-516,Nieuw Amsterdam,ocean_cruise,NR,2017,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,73,4,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-517,Noordam,ocean_cruise,NR,2017,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,167,6,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-518,Volendam,ocean_cruise,NR,2017,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,46,10,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-519,Volendam,ocean_cruise,NR,2017,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,68,1,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-520,Regatta,ocean_cruise,NR,2017,17,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,23,1,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-521,Coral Princess,ocean_cruise,NR,2017,11,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,157,25,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-500,Viking Star,ocean_cruise,NR,2018,22,Rotavirus,gastrointestinal_viral,NR,acute_gastroenteritis,28,5,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-501,Crystal Symphony,ocean_cruise,NR,2018,25,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,30,17,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-502,Volendam,ocean_cruise,NR,2018,16,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,68,9,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-503,Pearl Mist,ocean_cruise,NR,2018,12,NR,unknown,NR,acute_gastroenteritis,6,0,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-504,Seven Seas Mariner,ocean_cruise,NR,2018,11,NR,unknown,NR,acute_gastroenteritis,38,0,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-505,Zaandam,ocean_cruise,NR,2018,15,NR,unknown,NR,acute_gastroenteritis,95,18,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-506,Silver Shadow,ocean_cruise,NR,2018,15,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,28,8,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-507,Celebrity Infinity,ocean_cruise,NR,2018,16,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,111,7,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-508,Queen Victoria,ocean_cruise,NR,2018,17,Escherichia coli (ETEC),foodborne_waterborne_bacterial,NR,acute_gastroenteritis,80,10,NR,NR,NR,0,foodborne,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-509,Azamara Quest,ocean_cruise,NR,2018,15,NR,unknown,NR,acute_gastroenteritis,20,2,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-510,Island Princess,ocean_cruise,NR,2018,16,Norovirus,gastrointestinal_viral,Campylobacter,acute_gastroenteritis,71,7,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-763,Unnamed cruise ship (Rajiuddin et al. 2020),ocean_cruise,Baltic Sea,2018,4,Norovirus GII.4 Sydney,gastrointestinal_viral,NR,acute_gastroenteritis,78,8,NR,NR,NR,0,person-to-person,academic,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-211,Multiple cruise ships (frozen fruit-associated norovirus),ocean_cruise,Multiple routes,2019,NR,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,foodborne (frozen fruits),official_public_health,CDC MMWR 2020,https://www.cdc.gov/mmwr/volumes/69/wr/mm6916a3.htm,enhanced_sanitation; port_health_notification,Norovirus outbreaks associated with frozen fruits and berries across 3 cruise ships; ~200 total cases; representative event
EVT-851,Norwegian Joy,ocean_cruise,NR,2019,16,NR,unknown,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Outbreak Investigations,https://archive.cdc.gov/www_cdc_gov/vessel-sanitation/cruise-ship-outbreaks/earlier-outbreaks-2019-2022.html,enhanced_sanitation; port_health_notification,Norwegian Cruise Line; sailing 11/8/2019-11/24/2019; specimens not obtained
EVT-852,AIDAdiva,ocean_cruise,NR,2019,41,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Outbreak Investigations,https://archive.cdc.gov/www_cdc_gov/vessel-sanitation/cruise-ship-outbreaks/earlier-outbreaks-2019-2022.html,enhanced_sanitation; port_health_notification,Aida Cruises; sailing 10/3/2019-11/13/2019
EVT-853,AIDAluna,ocean_cruise,NR,2019,14,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Outbreak Investigations,https://archive.cdc.gov/www_cdc_gov/vessel-sanitation/cruise-ship-outbreaks/earlier-outbreaks-2019-2022.html,enhanced_sanitation; port_health_notification,Aida Cruises; sailing 9/28/2019-10/12/2019
EVT-854,AIDAdiva,ocean_cruise,NR,2019,79,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Outbreak Investigations,https://archive.cdc.gov/www_cdc_gov/vessel-sanitation/cruise-ship-outbreaks/earlier-outbreaks-2019-2022.html,enhanced_sanitation; port_health_notification,Aida Cruises; sailing 9/5/2019-11/23/2019
EVT-855,Conquest,ocean_cruise,NR,2019,7,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Outbreak Investigations,https://archive.cdc.gov/www_cdc_gov/vessel-sanitation/cruise-ship-outbreaks/earlier-outbreaks-2019-2022.html,enhanced_sanitation; port_health_notification,Carnival Cruise Line; sailing 9/7/2019-9/14/2019
EVT-856,Oceania Marina,ocean_cruise,NR,2019,18,NR,unknown,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Outbreak Investigations,https://archive.cdc.gov/www_cdc_gov/vessel-sanitation/cruise-ship-outbreaks/earlier-outbreaks-2019-2022.html,enhanced_sanitation; port_health_notification,Oceania Cruises; sailing 3/18/2019-4/5/2019; specimens not obtained
EVT-857,Island Princess,ocean_cruise,NR,2019,10,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Outbreak Investigations,https://archive.cdc.gov/www_cdc_gov/vessel-sanitation/cruise-ship-outbreaks/earlier-outbreaks-2019-2022.html,enhanced_sanitation; port_health_notification,Princess Cruises; sailing 2/8/2019-2/18/2019
EVT-858,Viking Star,ocean_cruise,NR,2019,7,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Outbreak Investigations,https://archive.cdc.gov/www_cdc_gov/vessel-sanitation/cruise-ship-outbreaks/earlier-outbreaks-2019-2022.html,enhanced_sanitation; port_health_notification,Viking Ocean Cruises; sailing 2/7/2019-2/14/2019
EVT-859,Viking Sea,ocean_cruise,NR,2019,10,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Outbreak Investigations,https://archive.cdc.gov/www_cdc_gov/vessel-sanitation/cruise-ship-outbreaks/earlier-outbreaks-2019-2022.html,enhanced_sanitation; port_health_notification,Viking Ocean Cruises; sailing 1/18/2019-1/28/2019
EVT-860,Oasis of the Seas,ocean_cruise,NR,2019,7,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Outbreak Investigations,https://archive.cdc.gov/www_cdc_gov/vessel-sanitation/cruise-ship-outbreaks/earlier-outbreaks-2019-2022.html,enhanced_sanitation; port_health_notification,Royal Caribbean International; sailing 1/6/2019-1/13/2019
EVT-847,Grandeur of the Seas,ocean_cruise,NR,2020,12,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Outbreak Investigations,https://archive.cdc.gov/www_cdc_gov/vessel-sanitation/cruise-ship-outbreaks/earlier-outbreaks-2019-2022.html,enhanced_sanitation; port_health_notification,Royal Caribbean International; sailing 3/7/2020-3/19/2020
EVT-848,Westerdam,ocean_cruise,NR,2020,15,NR,unknown,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Outbreak Investigations,https://archive.cdc.gov/www_cdc_gov/vessel-sanitation/cruise-ship-outbreaks/earlier-outbreaks-2019-2022.html,enhanced_sanitation; port_health_notification,Holland America Line; sailing 3/1/2020-3/16/2020; specimens not obtained
EVT-849,Caribbean Princess,ocean_cruise,NR,2020,14,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Outbreak Investigations,https://archive.cdc.gov/www_cdc_gov/vessel-sanitation/cruise-ship-outbreaks/earlier-outbreaks-2019-2022.html,enhanced_sanitation; port_health_notification,Princess Cruises; sailing 2/16/2020-3/1/2020
EVT-850,Caribbean Princess,ocean_cruise,NR,2020,14,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Outbreak Investigations,https://archive.cdc.gov/www_cdc_gov/vessel-sanitation/cruise-ship-outbreaks/earlier-outbreaks-2019-2022.html,enhanced_sanitation; port_health_notification,Princess Cruises; sailing 2/2/2020-2/16/2020
EVT-001,Diamond Princess,ocean_cruise,Yokohama - Hong Kong - Yokohama,2020,28,SARS-CoV-2,respiratory_viral,NR,acute_respiratory_illness,567,145,NR,NR,73,14,airborne/droplet,academic,NR,https://doi.org/10.1056/NEJMoa2001316,quarantine_isolation; disembarkation; medical_evacuation; port_health_notification,NR
EVT-020,Grand Princess,ocean_cruise,San Francisco - Hawaii - Mexico,2020,14,SARS-CoV-2,respiratory_viral,NR,acute_respiratory_illness,103,19,NR,NR,NR,7,airborne/droplet,academic,NR,https://doi.org/10.1093/cid/ciaa1424,quarantine_isolation; disembarkation; medical_evacuation; port_health_notification,NR
EVT-021,Greg Mortimer,expedition_cruise,Ushuaia - Antarctica - Montevideo,2020,28,SARS-CoV-2,respiratory_viral,NR,acute_respiratory_illness,128,0,NR,NR,NR,1,airborne/droplet,academic,NR,https://doi.org/10.3201/eid2702.204443,quarantine_isolation; medical_evacuation; voyage_cancellation_diversion,NR
EVT-022,Coral Princess,ocean_cruise,South America,2020,21,SARS-CoV-2,respiratory_viral,NR,acute_respiratory_illness,12,NR,NR,NR,NR,3,airborne/droplet,academic,"Willebrand et al., Eurosurveillance 2022, Supplement",https://doi.org/10.2807/1560-7917.ES.2022.27.1.2002113,quarantine_isolation; disembarkation; port_health_notification,Coral Princess COVID-19 outbreak; 12 confirmed cases; 3 deaths; also reported by CNN and Reuters
EVT-031,Ruby Princess,ocean_cruise,Sydney - New Zealand,2020,11,SARS-CoV-2,respiratory_viral,NR,acute_respiratory_illness,663,191,NR,NR,NR,28,airborne/droplet,academic,NR,https://doi.org/10.5694/mja2.50648,disembarkation; port_health_notification,NR
EVT-032,MS Zaandam,ocean_cruise,Buenos Aires - Fort Lauderdale,2020,21,SARS-CoV-2,respiratory_viral,NR,acute_respiratory_illness,9,NR,NR,NR,NR,4,airborne/droplet,academic,"Willebrand et al., Eurosurveillance 2022, Supplement",https://doi.org/10.2807/1560-7917.ES.2022.27.1.2002113,quarantine_isolation; medical_evacuation; voyage_cancellation_diversion; port_health_notification,MS Zaandam COVID-19 outbreak; 9 confirmed cases; 4 deaths; also reported by Reuters and Al Jazeera; Wikipedia page exists
EVT-036,Costa Luminosa,ocean_cruise,Mediterranean - Transatlantic,2020,14,SARS-CoV-2,respiratory_viral,NR,acute_respiratory_illness,36,NR,NR,NR,NR,3,airborne/droplet,academic,"Willebrand et al., Eurosurveillance 2022, Supplement",https://doi.org/10.2807/1560-7917.ES.2022.27.1.2002113,quarantine_isolation; disembarkation; port_health_notification,Costa Luminosa COVID-19 outbreak; 36 confirmed cases; 3 deaths; also reported by CBS 60 Minutes and Reuters
EVT-200,Celebrity Apex,ocean_cruise,"Saint-Nazaire, France (crew only, in port)",2020,NR,SARS-CoV-2,respiratory_viral,NR,acute_respiratory_illness,0,284,1440,15.4,NR,0,airborne/droplet,academic,"Willebrand et al., Eurosurveillance 2022, Table 1",https://doi.org/10.2807/1560-7917.ES.2022.27.1.2002113,quarantine_isolation; port_health_notification,Crew-only outbreak; ship in port at Saint-Nazaire shipyard
EVT-201,Costa Atlantica,ocean_cruise,"Nagasaki, Japan (crew only, in port)",2020,NR,SARS-CoV-2,respiratory_viral,NR,acute_respiratory_illness,0,149,623,23.9,NR,0,airborne/droplet,academic,"Willebrand et al., Eurosurveillance 2022, Table 1",https://doi.org/10.2807/1560-7917.ES.2022.27.1.2002113,quarantine_isolation; port_health_notification,Crew-only outbreak; ship docked in Nagasaki for maintenance
EVT-202,Ovation of the Seas,ocean_cruise,"Sydney, Australia",2020,NR,SARS-CoV-2,respiratory_viral,NR,acute_respiratory_illness,107,0,1500,NR,NR,1,airborne/droplet,academic,"Willebrand et al., Eurosurveillance 2022, Table 1",https://doi.org/10.2807/1560-7917.ES.2022.27.1.2002113,quarantine_isolation; disembarkation; port_health_notification,"109 total cases (107 passengers, 0 crew confirmed); 1 death"
