event_id,ship_name,ship_type,voyage_route,outbreak_year,outbreak_duration_days,pathogen_identified,pathogen_category,secondary_pathogens,clinical_syndrome,cases_passengers,cases_crew,total_crew_onboard,attack_rate_percent,hospitalisations,deaths,transmission_route,data_source_category,data_source_reference,source_url,public_health_response,notes
EVT-809,Amsterdam,ocean_cruise,NR,2002,NR,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Archived Outbreak Updates 1993-2018,https://archive.cdc.gov/www_cdc_gov/nceh/vsp/surv/outbreak/archived-outbreaks-1993-2018.html,enhanced_sanitation; port_health_notification,Holland America Line; sailing 11/11/2002-11/21/2002
EVT-810,Disney Magic,ocean_cruise,NR,2002,NR,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Archived Outbreak Updates 1993-2018,https://archive.cdc.gov/www_cdc_gov/nceh/vsp/surv/outbreak/archived-outbreaks-1993-2018.html,enhanced_sanitation; port_health_notification,Disney Cruise Line; sailing 11/11/2002-11/21/2002
EVT-811,Constellation,ocean_cruise,NR,2002,NR,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Archived Outbreak Updates 1993-2018,https://archive.cdc.gov/www_cdc_gov/nceh/vsp/surv/outbreak/archived-outbreaks-1993-2018.html,enhanced_sanitation; port_health_notification,Celebrity Cruises; sailing 10/25/2002-11/8/2002
EVT-812,Oceana,ocean_cruise,NR,2002,NR,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Archived Outbreak Updates 1993-2018,https://archive.cdc.gov/www_cdc_gov/nceh/vsp/surv/outbreak/archived-outbreaks-1993-2018.html,enhanced_sanitation; port_health_notification,P&O Cruises; sailing 11/29/2002-12/12/2002
EVT-813,Fascination,ocean_cruise,NR,2002,NR,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Archived Outbreak Updates 1993-2018,https://archive.cdc.gov/www_cdc_gov/nceh/vsp/surv/outbreak/archived-outbreaks-1993-2018.html,enhanced_sanitation; port_health_notification,Carnival Cruises; sailing 11/30/2002-12/2/2002
EVT-814,Carnival Conquest,ocean_cruise,NR,2002,NR,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Archived Outbreak Updates 1993-2018,https://archive.cdc.gov/www_cdc_gov/nceh/vsp/surv/outbreak/archived-outbreaks-1993-2018.html,enhanced_sanitation; port_health_notification,Carnival Cruise Line; sailing 12/8/2002-12/15/2002
EVT-815,Norway,ocean_cruise,NR,2002,NR,NR,unknown,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Archived Outbreak Updates 1993-2018,https://archive.cdc.gov/www_cdc_gov/nceh/vsp/surv/outbreak/archived-outbreaks-1993-2018.html,enhanced_sanitation; port_health_notification,Norwegian Cruise Line; sailing 12/28/2002-1/4/2003; specimens not obtained
EVT-816,Nantucket Clipper,ocean_cruise,NR,2002,NR,NR,unknown,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Archived Outbreak Updates 1993-2018,https://archive.cdc.gov/www_cdc_gov/nceh/vsp/surv/outbreak/archived-outbreaks-1993-2018.html,enhanced_sanitation; port_health_notification,Clipper Cruise Line; sailing 12/28/2002-1/4/2003; specimens not obtained
EVT-869,Caronia,ocean_cruise,NR,2002,12,Escherichia coli (ETEC),foodborne_waterborne_bacterial,Shigella,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,foodborne,official_public_health,CDC VSP Outbreak Investigations,https://archive.cdc.gov/www_cdc_gov/nceh/vsp/surv/outbreak/archived-outbreaks-1993-2018.html,enhanced_sanitation; port_health_notification,Cunard Line; sailing 3/24/2002-4/5/2002
EVT-758,Unnamed cruise ship (Isakbaeva et al. 2005),ocean_cruise,Caribbean,2002,7,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,215,32,NR,NR,NR,0,person-to-person/fomite,academic,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-817,Queen Elizabeth 2,ocean_cruise,NR,2003,NR,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Archived Outbreak Updates 1993-2018,https://archive.cdc.gov/www_cdc_gov/nceh/vsp/surv/outbreak/archived-outbreaks-1993-2018.html,enhanced_sanitation; port_health_notification,Cunard Line; sailing 1/5/2003-1/18/2003
EVT-818,Arabella,ocean_cruise,NR,2003,NR,NR,unknown,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Archived Outbreak Updates 1993-2018,https://archive.cdc.gov/www_cdc_gov/nceh/vsp/surv/outbreak/archived-outbreaks-1993-2018.html,enhanced_sanitation; port_health_notification,Classic Cruises of Newport; sailing 1/11/2003-1/18/2003; specimens not obtained
EVT-819,Regal Empress,ocean_cruise,NR,2003,NR,NR,unknown,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Archived Outbreak Updates 1993-2018,https://archive.cdc.gov/www_cdc_gov/nceh/vsp/surv/outbreak/archived-outbreaks-1993-2018.html,enhanced_sanitation; port_health_notification,Regal Cruise Line; sailing 1/11/2003-1/18/2003
EVT-820,Olympia Voyager,ocean_cruise,NR,2003,NR,NR,unknown,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Archived Outbreak Updates 1993-2018,https://archive.cdc.gov/www_cdc_gov/nceh/vsp/surv/outbreak/archived-outbreaks-1993-2018.html,enhanced_sanitation; port_health_notification,Royal Olympic Cruises; sailing 1/15/2003-2/3/2003
EVT-821,Sun Dream,ocean_cruise,NR,2003,NR,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Archived Outbreak Updates 1993-2018,https://archive.cdc.gov/www_cdc_gov/nceh/vsp/surv/outbreak/archived-outbreaks-1993-2018.html,enhanced_sanitation; port_health_notification,Sun Cruises; sailing 1/20/2003-2/3/2003
EVT-822,Carnival Spirit,ocean_cruise,NR,2003,NR,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Archived Outbreak Updates 1993-2018,https://archive.cdc.gov/www_cdc_gov/nceh/vsp/surv/outbreak/archived-outbreaks-1993-2018.html,enhanced_sanitation; port_health_notification,Carnival Cruise Line; sailing 1/27/2003-2/4/2003
EVT-823,Sun Princess,ocean_cruise,NR,2003,NR,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Archived Outbreak Updates 1993-2018,https://archive.cdc.gov/www_cdc_gov/nceh/vsp/surv/outbreak/archived-outbreaks-1993-2018.html,enhanced_sanitation; port_health_notification,Princess Cruises; sailing 1/25/2003-2/9/2003
EVT-824,Sun Dream,ocean_cruise,NR,2003,NR,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Archived Outbreak Updates 1993-2018,https://archive.cdc.gov/www_cdc_gov/nceh/vsp/surv/outbreak/archived-outbreaks-1993-2018.html,enhanced_sanitation; port_health_notification,Sun Cruises; sailing 2/17/2003-2/24/2003
EVT-825,Nantucket Clipper,ocean_cruise,NR,2003,NR,NR,unknown,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Archived Outbreak Updates 1993-2018,https://archive.cdc.gov/www_cdc_gov/nceh/vsp/surv/outbreak/archived-outbreaks-1993-2018.html,enhanced_sanitation; port_health_notification,Clipper Cruise Line; sailing 3/1/2003-3/6/2003; specimens not obtained
EVT-826,Norwegian Dream,ocean_cruise,NR,2003,NR,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Archived Outbreak Updates 1993-2018,https://archive.cdc.gov/www_cdc_gov/nceh/vsp/surv/outbreak/archived-outbreaks-1993-2018.html,enhanced_sanitation; port_health_notification,Norwegian Cruise Line; sailing 3/16/2003-3/31/2003
EVT-827,Royal Princess,ocean_cruise,NR,2003,NR,NR,unknown,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Archived Outbreak Updates 1993-2018,https://archive.cdc.gov/www_cdc_gov/nceh/vsp/surv/outbreak/archived-outbreaks-1993-2018.html,enhanced_sanitation; port_health_notification,Princess Cruises; sailing 4/5/2003-4/22/2003; specimens not obtained
EVT-828,Norwegian Sky,ocean_cruise,NR,2003,NR,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Archived Outbreak Updates 1993-2018,https://archive.cdc.gov/www_cdc_gov/nceh/vsp/surv/outbreak/archived-outbreaks-1993-2018.html,enhanced_sanitation; port_health_notification,Norwegian Cruise Line; sailing 5/17/2003-5/24/2003
EVT-829,Rhapsody of the Seas,ocean_cruise,NR,2003,NR,NR,unknown,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Archived Outbreak Updates 1993-2018,https://archive.cdc.gov/www_cdc_gov/nceh/vsp/surv/outbreak/archived-outbreaks-1993-2018.html,enhanced_sanitation; port_health_notification,Royal Caribbean; sailing 7/20/2003-7/27/2003; specimens not obtained
EVT-830,Star Princess,ocean_cruise,NR,2003,NR,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Archived Outbreak Updates 1993-2018,https://archive.cdc.gov/www_cdc_gov/nceh/vsp/surv/outbreak/archived-outbreaks-1993-2018.html,enhanced_sanitation; port_health_notification,Princess Cruises; sailing 7/26/2003-8/2/2003
EVT-831,Star Princess,ocean_cruise,NR,2003,NR,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Archived Outbreak Updates 1993-2018,https://archive.cdc.gov/www_cdc_gov/nceh/vsp/surv/outbreak/archived-outbreaks-1993-2018.html,enhanced_sanitation; port_health_notification,Princess Cruises; sailing 8/2/2003-8/9/2003
EVT-832,Clipper Odyssey,ocean_cruise,NR,2003,NR,NR,unknown,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Archived Outbreak Updates 1993-2018,https://archive.cdc.gov/www_cdc_gov/nceh/vsp/surv/outbreak/archived-outbreaks-1993-2018.html,enhanced_sanitation; port_health_notification,Clipper Cruise Line; sailing 8/15/2003-8/26/2003; specimens not obtained
EVT-833,Regal Princess,ocean_cruise,NR,2003,NR,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Archived Outbreak Updates 1993-2018,https://archive.cdc.gov/www_cdc_gov/nceh/vsp/surv/outbreak/archived-outbreaks-1993-2018.html,enhanced_sanitation; port_health_notification,Princess Cruises; sailing 8/18/2003-9/2/2003
EVT-834,Norwegian Star,ocean_cruise,NR,2003,NR,NR,unknown,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Archived Outbreak Updates 1993-2018,https://archive.cdc.gov/www_cdc_gov/nceh/vsp/surv/outbreak/archived-outbreaks-1993-2018.html,enhanced_sanitation; port_health_notification,Norwegian Cruise Line; sailing 9/21/2003-9/28/2003; specimens not obtained
EVT-835,Nantucket Clipper,ocean_cruise,NR,2003,NR,NR,unknown,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Archived Outbreak Updates 1993-2018,https://archive.cdc.gov/www_cdc_gov/nceh/vsp/surv/outbreak/archived-outbreaks-1993-2018.html,enhanced_sanitation; port_health_notification,Clipper Cruise Line; sailing 10/4/2003-10/11/2003; specimens not obtained
EVT-836,Carnival Holiday,ocean_cruise,NR,2003,NR,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Archived Outbreak Updates 1993-2018,https://archive.cdc.gov/www_cdc_gov/nceh/vsp/surv/outbreak/archived-outbreaks-1993-2018.html,enhanced_sanitation; port_health_notification,Carnival Cruise Line; sailing 10/11/2003-10/16/2003
EVT-837,Carnival Holiday,ocean_cruise,NR,2003,NR,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Archived Outbreak Updates 1993-2018,https://archive.cdc.gov/www_cdc_gov/nceh/vsp/surv/outbreak/archived-outbreaks-1993-2018.html,enhanced_sanitation; port_health_notification,Carnival Cruise Line; sailing 10/16/2003-10/20/2003
EVT-838,Carnival Legend,ocean_cruise,NR,2003,NR,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Archived Outbreak Updates 1993-2018,https://archive.cdc.gov/www_cdc_gov/nceh/vsp/surv/outbreak/archived-outbreaks-1993-2018.html,enhanced_sanitation; port_health_notification,Carnival Cruise Line; sailing 11/13/2003-11/21/2003
EVT-839,Carnival Legend,ocean_cruise,NR,2003,NR,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Archived Outbreak Updates 1993-2018,https://archive.cdc.gov/www_cdc_gov/nceh/vsp/surv/outbreak/archived-outbreaks-1993-2018.html,enhanced_sanitation; port_health_notification,Carnival Cruise Line; sailing 11/21/2003-11/29/2003
EVT-840,Volendam,ocean_cruise,NR,2003,NR,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Archived Outbreak Updates 1993-2018,https://archive.cdc.gov/www_cdc_gov/nceh/vsp/surv/outbreak/archived-outbreaks-1993-2018.html,enhanced_sanitation; port_health_notification,Holland America Line; sailing 12/21/2003-12/28/2003
EVT-868,Legacy,ocean_cruise,NR,2003,7,NR,unknown,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Outbreak Investigations,https://archive.cdc.gov/www_cdc_gov/nceh/vsp/surv/outbreak/archived-outbreaks-1993-2018.html,enhanced_sanitation; port_health_notification,Windjammer Barefoot Cruises; sailing 12/27/2003-1/3/2004; specimens not obtained
EVT-712,Coral Princess,ocean_cruise,NR,2004,11,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,84,31,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-713,Golden Princess,ocean_cruise,NR,2004,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,84,15,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-714,Norwegian Dream,ocean_cruise,NR,2004,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,73,9,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-715,Silver Shadow,ocean_cruise,NR,2004,11,NR,unknown,NR,acute_gastroenteritis,11,20,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-716,M/V Explorer,ocean_cruise,NR,2004,173,NR,unknown,NR,acute_gastroenteritis,71,1,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,Institute for Shipboard Education semester at sea; 173-day voyage (6/19-12/8/2004) is correct
EVT-717,Veendam,ocean_cruise,NR,2004,19,NR,unknown,NR,acute_gastroenteritis,39,2,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-718,Regal Princess,ocean_cruise,NR,2004,10,NR,unknown,NR,acute_gastroenteritis,47,7,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-719,Sun Princess,ocean_cruise,NR,2004,8,NR,unknown,NR,acute_gastroenteritis,101,14,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-720,Sun Princess,ocean_cruise,NR,2004,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,145,5,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-721,Silver Shadow,ocean_cruise,NR,2004,12,NR,unknown,NR,acute_gastroenteritis,13,5,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-722,Pacific Princess,ocean_cruise,NR,2004,24,NR,unknown,NR,acute_gastroenteritis,57,10,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-723,Serenade of the Seas,ocean_cruise,NR,2004,8,NR,unknown,NR,acute_gastroenteritis,71,9,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-724,Island Princess,ocean_cruise,NR,2004,8,NR,unknown,NR,acute_gastroenteritis,66,18,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-725,Island Princess,ocean_cruise,NR,2004,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,375,50,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-726,Norwegian Crown,ocean_cruise,NR,2004,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,39,6,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-727,Norwegian Crown,ocean_cruise,NR,2004,16,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,43,2,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-728,Veendam,ocean_cruise,NR,2004,16,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,91,7,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-729,Norwegian Wind,ocean_cruise,NR,2004,16,NR,unknown,NR,acute_gastroenteritis,54,2,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-730,Rotterdam,ocean_cruise,NR,2004,14,NR,unknown,NR,acute_gastroenteritis,38,7,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-731,Amsterdam,ocean_cruise,NR,2004,18,Escherichia coli (ETEC),foodborne_waterborne_bacterial,NR,acute_gastroenteritis,75,11,NR,NR,NR,0,foodborne,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-732,Zenith,ocean_cruise,NR,2004,15,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,59,7,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-733,Horizon,ocean_cruise,NR,2004,12,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,49,5,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-734,Norwegian Crown,ocean_cruise,NR,2004,14,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,45,8,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-735,Royal Princess,ocean_cruise,NR,2004,18,NR,unknown,NR,acute_gastroenteritis,46,12,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-736,Norwegian Crown,ocean_cruise,NR,2004,16,NR,unknown,NR,acute_gastroenteritis,77,10,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-737,Queen Mary 2,ocean_cruise,NR,2004,13,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,33,55,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-738,Brilliance of the Seas,ocean_cruise,NR,2004,12,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,78,16,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-739,Queen Elizabeth 2,ocean_cruise,NR,2004,14,NR,unknown,NR,acute_gastroenteritis,82,24,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-740,Oriana,ocean_cruise,NR,2004,15,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,65,9,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-741,Carnival Celebration,ocean_cruise,NR,2004,6,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,297,19,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-742,Ryndam,ocean_cruise,NR,2004,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,73,9,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-743,Coral Princess,ocean_cruise,NR,2004,11,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,133,18,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-744,Queen Elizabeth 2,ocean_cruise,NR,2004,15,NR,unknown,NR,acute_gastroenteritis,29,46,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-865,Nantucket Clipper,ocean_cruise,NR,2004,NR,NR,unknown,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Outbreak Investigations,https://archive.cdc.gov/www_cdc_gov/nceh/vsp/surv/outbreak/archived-outbreaks-1993-2018.html,enhanced_sanitation; port_health_notification,Clipper Cruise Line; sailing 9/3/2004-8/11/2004; specimens not obtained
EVT-866,The World,ocean_cruise,NR,2004,21,NR,unknown,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Outbreak Investigations,https://archive.cdc.gov/www_cdc_gov/nceh/vsp/surv/outbreak/archived-outbreaks-1993-2018.html,enhanced_sanitation; port_health_notification,ResidenSea Cruise Line; sailing 2/3/2004-2/24/2004; specimens not obtained
EVT-867,Legacy,ocean_cruise,NR,2004,6,NR,unknown,NR,acute_gastroenteritis,NR,NR,NR,NR,NR,NR,fecal-oral/person-to-person,official_public_health,CDC VSP Outbreak Investigations,https://archive.cdc.gov/www_cdc_gov/nceh/vsp/surv/outbreak/archived-outbreaks-1993-2018.html,enhanced_sanitation; port_health_notification,Windjammer Barefoot Cruises; sailing 1/4/2004-1/10/2004; specimens not obtained
EVT-692,Zuiderdam,ocean_cruise,NR,2005,9,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,105,33,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-693,Splendour of the Seas,ocean_cruise,NR,2005,15,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,135,12,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
EVT-694,Sun Princess,ocean_cruise,NR,2005,8,Norovirus,gastrointestinal_viral,NR,acute_gastroenteritis,121,4,NR,NR,NR,0,fecal-oral/person-to-person,official_public_health,NR,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,enhanced_sanitation; port_health_notification,NR
