record_id,source_database,source_category,title,year,ship_name,pathogen,source_url,retrieval_date,language,screening_outcome
SR-0364,CDC VSP,official_public_health,Fascination - Norovirus (11/30/2002-12/2/2002),2002,Fascination,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0365,CDC VSP,official_public_health,Disney Magic - Norovirus (11/11/2002-11/21/2002),2002,Disney Magic,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0366,CDC VSP,official_public_health,Seabourn Pride - Specimens not obtained (10/28/2002-11/10/2002),2002,Seabourn Pride,Specimens not obtained,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0367,CDC VSP,official_public_health,Amsterdam - Norovirus (11/11/2002-11/21/2002),2002,Amsterdam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0368,CDC VSP,official_public_health,Amsterdam - Norovirus (10/1/2002-10/22/2002),2002,Amsterdam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0369,CDC VSP,official_public_health,Nantucket Clipper - Sappovirus (10/19/2002-10/29/2002),2002,Nantucket Clipper,Sappovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0370,CDC VSP,official_public_health,Norwegian Sun - Norovirus (9/28/2002-10/5/2002),2002,Norwegian Sun,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0371,CDC VSP,official_public_health,"Norwegian Dream - Shigella, Giardia (9/10/2002-9/25/2002)",2002,Norwegian Dream,"Shigella, Giardia",https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0372,CDC VSP,official_public_health,Norwegian Sun - Specimens not obtained (8/3/2002-8/10/2002),2002,Norwegian Sun,Specimens not obtained,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0373,CDC VSP,official_public_health,Yorktown Clipper - Specimens not obtained (7/27/2002-8/3/2002),2002,Yorktown Clipper,Specimens not obtained,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0374,CDC VSP,official_public_health,Ryndam - Norovirus (7/25/2002-8/1/2002),2002,Ryndam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0375,CDC VSP,official_public_health,Ocean Princess - Norovirus (5/25/2002-6/1/2002),2002,Ocean Princess,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0376,CDC VSP,official_public_health,Ryndam - Norovirus (4/7/2002-4/24/2002),2002,Ryndam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0377,CDC VSP,official_public_health,Amsterdam - Specimens not obtained (1/4/2002-4/28/2002),2002,Amsterdam,Specimens not obtained,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0378,CDC VSP,official_public_health,Caronia - EnterotoxigenicE. coli(ETEC) /Shigella (3/24/2002-4/5/2002),2002,Caronia,EnterotoxigenicE. coli(ETEC) /Shigella,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0379,CDC VSP,official_public_health,Nantucket Clipper - Norovirus (3/23/2002-3/30/2002),2002,Nantucket Clipper,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0380,CDC VSP,official_public_health,Carnival Pride - Norovirus (March 2002),2002,Carnival Pride,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0381,CDC VSP,official_public_health,Nantucket Clipper - Norovirus (September 2001),2001,Nantucket Clipper,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0382,CDC VSP,official_public_health,Mississippi - Norovirus (August 2001),2001,Mississippi,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0383,CDC VSP,official_public_health,Coronia - Norovirus (3/11/2001-3/29/2001),2001,Coronia,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0384,CDC VSP,official_public_health,Oriana - Specimens not obtained (2/20/2001-3/14/2001),2001,Oriana,Specimens not obtained,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0385,CDC VSP,official_public_health,Disney Magic - Salmonella (6/2/2000-6/5/2000),2000,Disney Magic,Salmonella,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0386,CDC VSP,official_public_health,Spirit of Glacier Bay - Norovirus (5/28/2000-6/1/2000),2000,Spirit of Glacier Bay,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0387,CDC VSP,official_public_health,Palm Beach Princess - Specimens not obtained (5/18/2000-6/1/2000),2000,Palm Beach Princess,Specimens not obtained,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0388,CDC VSP,official_public_health,Nantucket Clipper - Norovirus (2/5/2000-2/12/2000),2000,Nantucket Clipper,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0389,CDC VSP,official_public_health,Nantucket Clipper - Norovirus (1/22/2000-1/29/2000),2000,Nantucket Clipper,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0390,CDC VSP,official_public_health,Nantucket Clipper - Norovirus (1/15/2000-1/22/2000),2000,Nantucket Clipper,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0391,CDC VSP,official_public_health,Nantucket Clipper - Norovirus (1/30/1999-2/6/1999),1999,Nantucket Clipper,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0392,CDC VSP,official_public_health,Nantucket Clipper - Norovirus (1/23/1999-1/30/1999),1999,Nantucket Clipper,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0393,CDC VSP,official_public_health,Nantucket Clipper - Norovirus (1/16/1999-1/23/1999),1999,Nantucket Clipper,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0394,CDC VSP,official_public_health,Nantucket Clipper - Norovirus (1/9/1999-1/16/1999),1999,Nantucket Clipper,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0395,CDC VSP,official_public_health,Nantucket Clipper - Norovirus (1/2/1998-1/9/1999),1998,Nantucket Clipper,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0396,CDC VSP,official_public_health,Vision of the Seas - Specimens not obtained (11/28/1998-12/7/1998),1998,Vision of the Seas,Specimens not obtained,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0397,CDC VSP,official_public_health,Norway - Norovirus (10/10/1998-10/24/1998),1998,Norway,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0398,CDC VSP,official_public_health,Regal Princess - Norovirus (6/21/1998-6/28/1998),1998,Regal Princess,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0399,CDC VSP,official_public_health,Regal Princess - Norovirus (6/14/1998-6/21/1998),1998,Regal Princess,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0400,CDC VSP,official_public_health,Regal Princess - Norovirus (6/7/1998-6/14/1998),1998,Regal Princess,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0401,CDC VSP,official_public_health,Ocean Breeze - EnterotoxigenicE. coli(ETEC) (5/17/1998-5/24/1998),1998,Ocean Breeze,EnterotoxigenicE. coli(ETEC),https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0402,CDC VSP,official_public_health,Statendam - Specimens not obtained (3/29/1998-4/8/1998),1998,Statendam,Specimens not obtained,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0403,CDC VSP,official_public_health,Legend of the Seas - Norovirus (2/28/1998-3/11/1998),1998,Legend of the Seas,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0404,CDC VSP,official_public_health,Regal Empress - EnterotoxigenicE. coli(ETEC) (12/17/1997-12/21/1997),1997,Regal Empress,EnterotoxigenicE. coli(ETEC),https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0405,CDC VSP,official_public_health,Zenith - Specimens not obtained (12/5/1997-12/15/1997),1997,Zenith,Specimens not obtained,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0406,CDC VSP,official_public_health,Nantucket Clipper - Norovirus (10/23/1997-10/30/1997),1997,Nantucket Clipper,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0407,CDC VSP,official_public_health,Royal Princess - EnterotoxigenicE. coli(ETEC) (4/15/1997-4/19/1997),1997,Royal Princess,EnterotoxigenicE. coli(ETEC),https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0408,CDC VSP,official_public_health,Noordam - Cyclospora (3/29/1997-4/5/1997),1997,Noordam,Cyclospora,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0409,CDC VSP,official_public_health,Royal Odyssey - Norovirus (3/25/1997-4/4/1997 (no sail recommendation)),1997,Royal Odyssey,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0410,CDC VSP,official_public_health,Royal Odyssey - Norovirus (3/4/1997-3/14/1997),1997,Royal Odyssey,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0411,CDC VSP,official_public_health,Regal Princess - Specimens not obtained (2/13/1997-2/28/1997),1997,Regal Princess,Specimens not obtained,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0412,CDC VSP,official_public_health,Nantucket Clipper - Norovirus (2/8/1997-2/15/1997),1997,Nantucket Clipper,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0413,CDC VSP,official_public_health,Jubilee - Norovirus (6/16/1996-6/23/1996),1996,Jubilee,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0414,CDC VSP,official_public_health,Noordam - Norovirus (4/27/1996-5/11/1996),1996,Noordam,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0415,CDC VSP,official_public_health,Royal Princess - EnterotoxigenicE. coli(ETEC) (3/15/1996-3/26/1996),1996,Royal Princess,EnterotoxigenicE. coli(ETEC),https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0416,CDC VSP,official_public_health,Horizon - Salmonella (7/15/1995-7/22/1995),1995,Horizon,Salmonella,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0417,CDC VSP,official_public_health,Fantasy - Shigella sonnei (4/30/1995-5/4/1995),1995,Fantasy,Shigella sonnei,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0418,CDC VSP,official_public_health,Crown Odyssey - EnterotoxigenicE. coli(ETEC) (1/12/1995-1/26/1995),1995,Crown Odyssey,EnterotoxigenicE. coli(ETEC),https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0419,CDC VSP,official_public_health,Viking Serenade - Shigella flexneri (8/29/1994-9/1/1994),1994,Viking Serenade,Shigella flexneri,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0420,CDC VSP,official_public_health,Horizon - Legionella (6/26/1994-7/2/1994),1994,Horizon,Legionella,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0421,CDC VSP,official_public_health,StarShip Oceanic - Norovirus (6/13/1994-6/17/1994),1994,StarShip Oceanic,Norovirus,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0422,CDC VSP,official_public_health,Regent Rainbow - Viral gastroenteritis (3/18/1994-4/1/1994),1994,Regent Rainbow,Viral gastroenteritis,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0423,CDC VSP,official_public_health,American Adventure - Shigella flexneri (12/26/1993-2/2/1994),1993,American Adventure,Shigella flexneri,https://www.cdc.gov/vessel-sanitation/cruise-ship-outbreaks/index.html,2026-05-14,en,included
SR-0424,PubMed,academic,Andes hantavirus outbreak on a cruise ship - an ESCMID Emerging Infections Subcommittee (EIS) rapid assessment.,2026,,,https://doi.org/10.1016/j.cmi.2026.05.016,2026-05-14,en,pending_review
SR-0425,PubMed,academic,Cruise-ship hantavirus cluster exposes a wider preparedness gap.,2026,,,https://doi.org/10.1038/d41586-026-01518-4,2026-05-14,en,excluded_irrelevant
SR-0426,PubMed,academic,Hantavirus: French and US nationals test positive as cruise ship docks in Canary Islands.,2026,,,https://doi.org/10.1136/bmj.s916,2026-05-14,en,pending_review
SR-0427,PubMed,academic,"""Navigating Healthy Waters"": monitoring ship wastewater as a key defense against infectious diseases-a pilot study on a Mediterranean seaport.",2026,,,https://doi.org/10.3389/fpubh.2026.1786232,2026-05-14,en,pending_review
SR-0428,PubMed,academic,"When Rare Zoonoses Travel: Andes virus, Hantavirus Cardiopulmonary Syndrome, and the Preparedness Gap.",2026,,,https://doi.org/10.1016/j.ijid.2026.108778,2026-05-14,en,pending_review
SR-0429,PubMed,academic,Lethal Hantavirus at Sea: Infectious Disease Outbreaks on Cruise Ships and Limits of Preparedness.,2026,,,https://doi.org/10.1016/j.tmaid.2026.102989,2026-05-14,en,pending_review
SR-0430,PubMed,academic,Hantavirus: Three dead in cruise ship outbreak as authorities investigate human-to-human transmission.,2026,,,https://doi.org/10.1136/bmj.s875,2026-05-14,en,pending_review
SR-0431,PubMed,academic,Hantavirus crops up on a cruise ship - what scientists are watching.,2026,,,https://doi.org/10.1038/d41586-026-01450-7,2026-05-14,en,pending_review
SR-0432,PubMed,academic,Passive wastewater surveillance of viral pathogens on cruise ships as a powerful tool for public health protection.,2026,,,https://doi.org/10.1016/j.envpol.2026.127953,2026-05-14,en,pending_review
SR-0433,PubMed,academic,Seabird responses to altered marine vessel activity during the COVID-19 anthropause: insights from citizen science.,2026,,,https://doi.org/10.1016/j.scitotenv.2026.181456,2026-05-14,en,excluded_irrelevant
SR-0434,PubMed,academic,Real-time spatiotemporal tracking of infectious outbreaks in confined environments with a host-pathogen agent-based system.,2026,,,https://doi.org/10.1073/pnas.2422574123,2026-05-14,en,pending_review
SR-0435,PubMed,academic,IMPROVING HAND HYGIENE IN CRUISE SHIP: AN INTERVENTION STUDY.,2025,,,https://doi.org/10.12688/openreseurope.20172.3,2026-05-14,en,pending_review
SR-0436,PubMed,academic,Exhaled CO2 and aerosol dispersion on a cruise ship: Airflow and infection risk insights.,2026,,,https://doi.org/10.1016/j.scitotenv.2025.181112,2026-05-14,en,pending_review
SR-0437,PubMed,academic,"Travel After Transplant: Demographics, Travel Trends, and Vaccination Practices of US Immunocompromised Travelers.",2026,,,https://doi.org/10.1097/TP.0000000000005580,2026-05-14,en,pending_review
SR-0438,PubMed,academic,Examination of factors affecting SARS-CoV-2 transmission among healthcare workers following a large healthcare-associated outbreak of COVID-19 in North West Tasmania.,2025,,,https://doi.org/10.1071/PU24030,2026-05-14,en,pending_review
SR-0439,PubMed,academic,Preventing SARS-CoV-2 superspreading events with antiviral intranasal sprays.,2025,,,https://doi.org/10.1016/j.jtbi.2025.112237,2026-05-14,en,pending_review
SR-0440,PubMed,academic,"Most Common Causes of Death Among Travelers on Aircraft and Maritime Vessels and During Land-Border Crossings Reported to the Centers for Disease Control and Prevention, 2008-2022.",2025,,,https://doi.org/10.1177/00333549251358657,2026-05-14,en,excluded_irrelevant
SR-0441,PubMed,academic,"Legionella sheltonii sp. nov., a novel species isolated on a cruise ship during routine monitoring.",2025,,,https://doi.org/10.1099/ijsem.0.006813,2026-05-14,en,pending_review
SR-0442,PubMed,academic,Mitigating norovirus spread on cruise ships: a model-based assessment of diagnostic timing and isolation.,2025,,,https://doi.org/10.1093/jtm/taaf059,2026-05-14,en,pending_review
SR-0443,PubMed,academic,"Clade II Mpox Infections Among Cruise Ship Passengers and Crew Members - United States, 2024.",2025,,,https://doi.org/10.15585/mmwr.mm7422a1,2026-05-14,en,pending_review
SR-0444,PubMed,academic,"Public Health Response to COVID-19 Among Travelers Disembarked From the Grand Princess Cruise Ship, March 2020.",2025,,,https://doi.org/10.1177/00333549251321762,2026-05-14,en,pending_review
SR-0445,PubMed,academic,Estimating epidemic dynamics with genomic and time series data.,2025,,,https://doi.org/10.1098/rsif.2024.0632,2026-05-14,en,pending_review
SR-0446,PubMed,academic,Practicing pharmacist education based on the experiences of medical support on the cruise ship Diamond Princess.,2025,,,https://doi.org/10.1186/s12909-025-07291-8,2026-05-14,en,pending_review
SR-0447,PubMed,academic,Monitoring of indoor air quality at a large sailing cruise ship to assess ventilation performance and disease transmission risk.,2025,,,https://doi.org/10.1016/j.scitotenv.2024.178286,2026-05-14,en,pending_review
SR-0448,PubMed,academic,Public good or climate washing? A guideline for climate and health researchers considering funding from carbon-intensive industries.,2024,,,https://doi.org/10.1016/S2542-5196(24)00231-6,2026-05-14,en,excluded_irrelevant
SR-0449,PubMed,academic,"Two Outbreaks of Legionnaires Disease Associated with Outdoor Hot Tubs for Private Use - Two Cruise Ships, November 2022-July 2024.",2024,,,https://doi.org/10.15585/mmwr.mm7342a3,2026-05-14,en,pending_review
SR-0450,PubMed,academic,Evaluating infectious disease outbreak potential and mitigation effectiveness on cruise ships.,2024,,,https://doi.org/10.1016/j.jtbi.2024.111875,2026-05-14,en,pending_review
SR-0451,PubMed,academic,The impact of the cruise ship Coral Princess on COVID-19 transmission in regional Western Australia in 2022.,2025,,,https://doi.org/10.1093/jtm/taae044,2026-05-14,en,pending_review
SR-0452,PubMed,academic,Using a bottom-up method to assess cruise ship activity impacts on emissions during 2019-2020 in China.,2024,,,https://doi.org/10.1016/j.heliyon.2024.e27101,2026-05-14,en,pending_review
SR-0453,PubMed,academic,"Systematic literature review and meta-analysis on preventing and controlling norovirus outbreaks on cruise ships, 1990 to 2020: calling for behaviour change strategies of travellers.",2024,,,https://doi.org/10.2807/1560-7917.ES.2024.29.10.2300345,2026-05-14,en,pending_review
SR-0454,PubMed,academic,"Large outbreak of typhoid fever on a river cruise ship used as accommodation for asylum seekers, the Netherlands, 2022.",2024,,,https://doi.org/10.2807/1560-7917.ES.2024.29.5.2300211,2026-05-14,en,pending_review
SR-0455,PubMed,academic,Estimates of early outbreak-specific SARS-CoV-2 epidemiological parameters from genomic data.,2024,,,https://doi.org/10.1073/pnas.2308125121,2026-05-14,en,pending_review
SR-0456,PubMed,academic,The Epidemiology of Maritime Patients Requiring Medical Evacuation: A Literature Review.,2023,,,https://doi.org/10.7759/cureus.49606,2026-05-14,en,excluded_irrelevant
SR-0457,PubMed,academic,"Responses to the correspondence on ""COVID-19 on board a cruise ship: medical management"".",2023,,,https://doi.org/10.5603/imh.98374,2026-05-14,en,pending_review
SR-0458,PubMed,academic,"""COVID-19 on board a cruise ship: medical management"" - correspondence.",2023,,,https://doi.org/10.5603/imh.96427,2026-05-14,en,pending_review
SR-0459,PubMed,academic,A SARS-CoV-2 Omicron outbreak among crew members on a cruise ship in Germany in early 2022.,2023,,,https://doi.org/10.5603/imh.96935,2026-05-14,en,pending_review
SR-0460,PubMed,academic,The value of universal screening for COVID-19 cases on cruise ships during outbreaks.,2023,,,https://doi.org/10.17061/phrp3342338,2026-05-14,en,pending_review
SR-0461,PubMed,academic,Influenza: seasonality and travel-related considerations.,2023,,,https://doi.org/10.1093/jtm/taad102,2026-05-14,en,pending_review
SR-0462,PubMed,academic,"Notes from the Field: Cruise Ship Norovirus Outbreak Associated with Person-to-Person Transmission - United States Jurisdiction, January 2023.",2023,,,https://doi.org/10.15585/mmwr.mm7230a5,2026-05-14,en,pending_review
SR-0463,PubMed,academic,Zombie Cruise Ship Virtual Escape Room for POCUS Pulmonary: Scan Your Way Out.,2022,,,https://doi.org/10.21980/J8RM0M,2026-05-14,en,pending_review
SR-0464,PubMed,academic,COVID-19 on board a cruise ship: medical management.,2023,,,https://doi.org/10.5603/IMH.2023.0012,2026-05-14,en,pending_review
SR-0465,PubMed,academic,Lessons learned from practices during the initial response to COVID-19 on the cruise ship Diamond Princess.,2023,,,https://doi.org/10.35772/ghm.2023.01025,2026-05-14,en,pending_review
SR-0466,PubMed,academic,Can ship travel contain COVID-19 outbreak after re-opening: a Bayesian meta-analysis.,2023,,,https://doi.org/10.1017/S0950268823000821,2026-05-14,en,pending_review
SR-0467,PubMed,academic,"An empirical and modelling approach to the evaluation of cruise ships' influence on air quality: The case of La Paz, Mexico.",2023,,,https://doi.org/10.1016/j.scitotenv.2023.163855,2026-05-14,en,pending_review
SR-0468,PubMed,academic,A Quieter Ocean: Experimentally Derived Differences in Attentive Responses of Tursiops truncatus to Anthropogenic Noise Playbacks before and during the COVID-19-Related Anthropause.,2023,,,https://doi.org/10.3390/ani13071269,2026-05-14,en,pending_review
SR-0469,PubMed,academic,Compulsory insurance for cruise vessels as a preparation for the next pandemic: Law of the sea perspective.,2023,,,https://doi.org/10.1016/j.marpol.2023.105586,2026-05-14,en,pending_review
SR-0470,PubMed,academic,"Extensive Spread of SARS-CoV-2 Delta Variant among Vaccinated Persons during 7-Day River Cruise, the Netherlands.",2023,,,https://doi.org/10.3201/eid2904.221433,2026-05-14,en,pending_review
SR-0471,PubMed,academic,The impact of the COVID-19 outbreak on Japanese shipping industry: An event study approach.,2023,,,https://doi.org/10.1016/j.tranpol.2022.11.002,2026-05-14,en,pending_review
SR-0472,PubMed,academic,Transmission of SARS-CoV-2 Associated with Cruise Ship Travel: A Systematic Review.,2022,,,https://doi.org/10.3390/tropicalmed7100290,2026-05-14,en,pending_review
SR-0473,PubMed,academic,A major outbreak of the COVID-19 on the Diamond Princess cruise ship: Estimation of the basic reproduction number.,2022,,,https://doi.org/10.1097/JCMA.0000000000000820,2026-05-14,en,pending_review
SR-0474,PubMed,academic,COVID-19 outbreaks on ships: Analysis of three representative cases.,2022,,,https://doi.org/10.1016/j.puhip.2022.100320,2026-05-14,en,pending_review
SR-0475,PubMed,academic,Impacts of cruise ship anchoring during COVID-19: Management failures and lessons learnt.,2022,,,https://doi.org/10.1016/j.ocecoaman.2022.106332,2026-05-14,en,pending_review
SR-0476,PubMed,academic,Mental health needs associated with COVID-19 on the diamond princess cruise ship: A case series recorded by the disaster psychiatric assistance team.,2022,,,https://doi.org/10.1016/j.ijdrr.2022.103250,2026-05-14,en,pending_review
SR-0477,PubMed,academic,"Comparison of effectiveness of enhanced infection countermeasures in different scenarios, using a dynamic-spread-function model.",2022,,,https://doi.org/10.3934/mbe.2022445,2026-05-14,en,pending_review
SR-0478,PubMed,academic,"The value of contact tracing and isolation in mitigation of COVID-19 epidemic: findings from outbreak investigation of COVID-19 onboard Nile Cruise Ship, Egypt, March 2020.",2022,,,https://doi.org/10.1136/bmjgh-2022-008681,2026-05-14,en,pending_review
SR-0479,PubMed,academic,Quantitative Real-Time RT-PCR Systems to Detect SARS-CoV-2.,2022,,,https://doi.org/10.1007/978-1-0716-2395-4_7,2026-05-14,en,pending_review
SR-0480,PubMed,academic,An integrated expert weight determination method for design concept evaluation.,2022,,,https://doi.org/10.1038/s41598-022-10333-6,2026-05-14,en,pending_review
SR-0481,PubMed,academic,"Mosquito surveillance in maritime entry ports in Miami-Dade County, Florida to increase preparedness and allow the early detection of invasive mosquito species.",2022,,,https://doi.org/10.1371/journal.pone.0267224,2026-05-14,en,excluded_irrelevant
SR-0482,PubMed,academic,Transmission data of Covid 19- Lessons of diamond princess cruise ship event.,2021,,,https://doi.org/10.4103/jfmpc.jfmpc_1337_21,2026-05-14,en,pending_review
SR-0483,PubMed,academic,"Lessons learnt from the first large outbreak of COVID-19 in health-care settings in Tasmania, Australia.",2021,,,https://doi.org/10.5365/wpsar.2021.12.4.884,2026-05-14,en,pending_review
SR-0484,PubMed,academic,"Risk factors, immune response and whole-genome sequencing of SARS-CoV-2 in a cruise ship outbreak in Norway.",2022,,,https://doi.org/10.1016/j.ijid.2022.02.025,2026-05-14,en,pending_review
SR-0485,PubMed,academic,Unique Evolution of SARS-CoV-2 in the Second Large Cruise Ship Cluster in Japan.,2022,,,https://doi.org/10.3390/microorganisms10010099,2026-05-14,en,pending_review
SR-0486,PubMed,academic,Stochasticity among Victims of COVID-19 Pandemic.,2022,,,https://doi.org/10.2147/JMDH.S322637,2026-05-14,en,pending_review
SR-0487,PubMed,academic,"A review of COVID-19 transmission dynamics and clinical outcomes on cruise ships worldwide, January to October 2020.",2022,,,https://doi.org/10.2807/1560-7917.ES.2022.27.1.2002113,2026-05-14,en,pending_review
SR-0488,PubMed,academic,"'COVID containers' in pandemic mediascapes: discursive economies of health, bodies, and race in North America.",2022,,,https://doi.org/10.1080/13648470.2021.2012997,2026-05-14,en,pending_review
SR-0489,PubMed,academic,Age dependence of the natural history of infection with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2): an analysis of Diamond Princess data.,2022,,,https://doi.org/10.1016/j.ijid.2021.12.319,2026-05-14,en,pending_review
SR-0490,PubMed,academic,The utility of SARS-CoV-2-specific serology in COVID-19 diagnosis.,2021,,,https://doi.org/10.1111/1753-6405.13155,2026-05-14,en,pending_review
SR-0491,PubMed,academic,Influenza epidemic on a world cruise ship: A descriptive study.,2021,,,https://doi.org/10.1016/j.tmaid.2021.102176,2026-05-14,en,pending_review
SR-0492,PubMed,academic,[The problems of organization of medical care of crews of passenger ships in the system of inner water transport of the Russian Federation].,2021,,,https://doi.org/10.32687/0869-866X-2021-29-5-1201-1206,2026-05-14,en,pending_review
SR-0493,PubMed,academic,How to control cruise ship disease risk? Inspiration from the research literature.,2021,,,https://doi.org/10.1016/j.marpol.2021.104652,2026-05-14,en,pending_review
SR-0494,PubMed,academic,Performance of anti-SARS-CoV-2 antibody testing in asymptomatic or mild COVID-19 patients: A retrospective study in outbreak on a cruise ship.,2021,,,https://doi.org/10.1371/journal.pone.0257452,2026-05-14,en,pending_review
